"","county_fips","state","county","coc_number","coc_name","coc_category","est_coc_homeless_2019","primary_care_physicians_rate","pct_in_poverty_in_cnty","additional_bed_capacity_needed","county_pop_2018","coc_pop_2019","pit_count_from_2019","coc_pop_in_pov_2019","observed_unsheltered_homeless","estimated_total_unsheltered","sheltered_homeless_individuals","density_reduction_bed_need","total_new_shelter_beds_required_in_coc","total_beds_required","upenn_cost_of_new_capacity_in_coc","cost_of_quarantine_beds","total_additional_cost","upenn_num_of_hospitalizations_in_cnty","upenn_num_of_critical_cases_in_cnty","upenn_num_of_fatalities_in_cnty"
"123","05021","Arkansas","Clay","No CoC","No CoC","No CoC",NA,13,22.5663121044836,NA,14854,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","05023","Arkansas","Cleburne","No CoC","No CoC","No CoC",NA,56,14.6116700201207,NA,24850,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","05025","Arkansas","Cleveland","AR-505","Southeast Arkansas","Largely Rural CoC",0.0257801283139671,12,19.3890120719389,1,8118,301619,75,61890,0,0,35,17.5,17,52.5,437500,105000,542500,0,0,0
"126","05027","Arkansas","Columbia","AR-505","Southeast Arkansas","Largely Rural CoC",0.0257801283139671,59,25.1947463768116,1,22080,301619,75,61890,0,0,35,17.5,17,52.5,437500,105000,542500,0,0,0
"127","05029","Arkansas","Conway","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,67,18.2275055571663,24,20694,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,1,0,0
"128","05031","Arkansas","Craighead","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,116,18.3771916870945,87,101577,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,4,1,1
"129","05033","Arkansas","Crawford","No CoC","No CoC","No CoC",NA,40,15.9303795416977,NA,61706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","05035","Arkansas","Crittenden","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,35,22.172301703969,51,48299,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,3,1,0
"131","05037","Arkansas","Cross","No CoC","No CoC","No CoC",NA,42,16.7305618785192,NA,16694,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","05039","Arkansas","Dallas","AR-505","Southeast Arkansas","Largely Rural CoC",0.0257801283139671,41,14.2513529765484,1,6652,301619,75,61890,0,0,35,17.5,17,52.5,437500,105000,542500,0,0,0
"133","05041","Arkansas","Desha","AR-505","Southeast Arkansas","Largely Rural CoC",0.0257801283139671,43,29.0634079644505,1,11702,301619,75,61890,0,0,35,17.5,17,52.5,437500,105000,542500,0,0,0
"134","05043","Arkansas","Drew","AR-505","Southeast Arkansas","Largely Rural CoC",0.0257801283139671,70,21.4421034502555,1,17419,301619,75,61890,0,0,35,17.5,17,52.5,437500,105000,542500,0,0,0
"135","05045","Arkansas","Faulkner","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,49,16.7632615892631,109,117501,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,5,2,1
"136","05047","Arkansas","Franklin","No CoC","No CoC","No CoC",NA,28,21.8995245460274,NA,17457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","05049","Arkansas","Fulton","No CoC","No CoC","No CoC",NA,58,23.9434248189931,NA,11878,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","05051","Arkansas","Garland","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,88,18.6120494912023,84,96502,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,4,1,1
"139","05053","Arkansas","Grant","AR-505","Southeast Arkansas","Largely Rural CoC",0.0257801283139671,11,14.5025767421017,1,17852,301619,75,61890,0,0,35,17.5,17,52.5,437500,105000,542500,0,0,0
"140","05055","Arkansas","Greene","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,58,16.2787510563943,46,43781,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,2,1,0
"141","05057","Arkansas","Hempstead","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,27,24.2646043364176,20,21723,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,1,0,0
"142","05059","Arkansas","Hot Spring","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,21,17.5878115637152,34,31374,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,2,1,0
"143","05061","Arkansas","Howard","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,45,19.1843244474823,15,13167,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,1,0,0
"144","05063","Arkansas","Independence","No CoC","No CoC","No CoC",NA,77,17.2891383075775,NA,36173,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","05065","Arkansas","Izard","No CoC","No CoC","No CoC",NA,37,17.0785804816223,NA,12624,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","05067","Arkansas","Jackson","No CoC","No CoC","No CoC",NA,41,23.3359160385997,NA,14197,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","05069","Arkansas","Jefferson","AR-505","Southeast Arkansas","Largely Rural CoC",0.0257801283139671,68,23.1869620036424,4,64243,301619,75,61890,0,0,35,17.5,17,52.5,437500,105000,542500,0,0,0
"148","05071","Arkansas","Johnson","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,56,22.3898682718993,24,25583,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,1,0,0
"149","05073","Arkansas","Lafayette","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,29,22.2222222222222,9,6759,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,0,0,0
"150","05075","Arkansas","Lawrence","No CoC","No CoC","No CoC",NA,30,17.7122230520289,NA,16068,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","05077","Arkansas","Lee","No CoC","No CoC","No CoC",NA,11,25.9997411673353,NA,7727,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","05079","Arkansas","Lincoln","AR-505","Southeast Arkansas","Largely Rural CoC",0.0257801283139671,15,18.6272296229397,1,8858,301619,75,61890,0,0,35,17.5,17,52.5,437500,105000,542500,0,0,0
"153","05081","Arkansas","Little River","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,24,15.7630191166777,15,12136,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,1,0,0
"154","05083","Arkansas","Logan","No CoC","No CoC","No CoC",NA,18,21.0974013834362,NA,21396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","05085","Arkansas","Lonoke","AR-500","Little Rock/Central Arkansas","Other Largely Urban CoC",0.206803889191041,16,12.2293796387061,116,71410,591922,1066,85862,573,802.2,355,177.5,979,2136.9,24492500,3471600,27964100,6,2,1
"156","05087","Arkansas","Madison","AR-501","Fayetteville/Northwest Arkansas","Other Largely Urban CoC",0.107391735564817,18,16.8309991835709,16,15923,531472,518,69337,237,331.8,223,111.5,443,998.1,11082500,1664400,12746900,1,0,0
"157","05089","Arkansas","Marion","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,12,20.6436130937731,17,16252,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,1,0,0
"158","05091","Arkansas","Miller","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,73,21.2060420108567,44,42370,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,2,1,0
"159","05093","Arkansas","Mississippi","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,43,25.8248443352339,32,41917,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,2,1,0
"160","05095","Arkansas","Monroe","No CoC","No CoC","No CoC",NA,42,28.0914540638506,NA,7173,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","05097","Arkansas","Montgomery","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,22,18.8504186467527,8,8838,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,0,0,0
"162","05099","Arkansas","Nevada","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,36,27.6947381212784,9,8229,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,0,0,0
"163","05101","Arkansas","Newton","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,NA,14.1755558411515,6,7781,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,0,0,0
"164","05103","Arkansas","Ouachita","AR-505","Southeast Arkansas","Largely Rural CoC",0.0257801283139671,50,24.1322592889376,2,23711,301619,75,61890,0,0,35,17.5,17,52.5,437500,105000,542500,0,0,0
"165","05105","Arkansas","Perry","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,10,16.9776119402985,12,10184,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,1,0,0
"166","05107","Arkansas","Phillips","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,54,33.1899984073897,19,18837,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,1,0,0
"167","05109","Arkansas","Pike","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,28,16.5802131472225,12,10603,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,1,0,0
"168","05111","Arkansas","Poinsett","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,17,21.789800518906,21,23511,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,1,0,0
"169","05113","Arkansas","Polk","No CoC","No CoC","No CoC",NA,70,24.5166125405946,NA,20015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","05115","Arkansas","Pope","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,64,18.4888903672166,48,60128,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,2,1,0
"171","05117","Arkansas","Prairie","AR-500","Little Rock/Central Arkansas","Other Largely Urban CoC",0.206803889191041,12,15.6916212196331,18,8068,591922,1066,85862,573,802.2,355,177.5,979,2136.9,24492500,3471600,27964100,1,0,0
"172","05119","Arkansas","Pulaski","AR-500","Little Rock/Central Arkansas","Other Largely Urban CoC",0.206803889191041,117,17.0305146735958,646,387158,591922,1066,85862,573,802.2,355,177.5,979,2136.9,24492500,3471600,27964100,33,11,5
"173","05121","Arkansas","Randolph","No CoC","No CoC","No CoC",NA,57,18.2769302706178,NA,17109,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","05125","Arkansas","Saline","AR-500","Little Rock/Central Arkansas","Other Largely Urban CoC",0.206803889191041,44,8.53038218311795,200,116384,591922,1066,85862,573,802.2,355,177.5,979,2136.9,24492500,3471600,27964100,10,3,2
"175","05127","Arkansas","Scott","No CoC","No CoC","No CoC",NA,19,22.0974145443982,NA,10327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","05129","Arkansas","Searcy","No CoC","No CoC","No CoC",NA,25,21.0695462141663,NA,7779,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","05131","Arkansas","Sebastian","No CoC","No CoC","No CoC",NA,129,20.2507846979909,NA,125526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","05133","Arkansas","Sevier","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,47,20.9642374772447,19,17029,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,1,0,0
"179","05135","Arkansas","Sharp","No CoC","No CoC","No CoC",NA,29,21.6449179935353,NA,16706,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","05123","Arkansas","St. Francis","No CoC","No CoC","No CoC",NA,46,26.6057062469776,NA,22747,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","05137","Arkansas","Stone","No CoC","No CoC","No CoC",NA,48,22.4740090968161,NA,12312,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","05139","Arkansas","Union","AR-505","Southeast Arkansas","Largely Rural CoC",0.0257801283139671,56,20.0657308094061,2,39251,301619,75,61890,0,0,35,17.5,17,52.5,437500,105000,542500,0,0,0
"183","05141","Arkansas","Van Buren","No CoC","No CoC","No CoC",NA,24,18.8448925057695,NA,16466,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","05143","Arkansas","Washington","AR-501","Fayetteville/Northwest Arkansas","Other Largely Urban CoC",0.107391735564817,81,16.8427541257042,180,220629,531472,518,69337,237,331.8,223,111.5,443,998.1,11082500,1664400,12746900,10,3,2
"185","05145","Arkansas","White","No CoC","No CoC","No CoC",NA,51,16.9903951628007,NA,74754,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","05147","Arkansas","Woodruff","No CoC","No CoC","No CoC",NA,46,25.0428282199034,NA,6421,354249,NA,65826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","05149","Arkansas","Yell","AR-503","Arkansas  Balance of State","Largely Rural CoC",0.0963913395953166,56,16.3490943307457,15,21255,951334,811,176646,545,763,232,116,879,1874,21975000,2985000,24960000,1,0,0
"188","06001","California","Alameda","CA-502","Oakland, Berkeley/Alameda County","Major City CoC",0.594056416848666,110,10.5664950764427,9429,1617225,1613217,8022,166363,6312,8836.8,1185,592.5,9429,19451.1,235732500,30065400,265797900,433,145,70
"189","06003","California","Alpine","CA-530","Alpine, Inyo, Mono Counties","Largely Rural CoC",0.640622661278252,0,19.8080279232112,56,1146,33405,214,3473,197,275.8,9,4.5,280,565.1,7007500,854400,7861900,2,1,0
"190","06005","California","Amador","CA-526","Amador, Calaveras, Mariposa, Tuolumne Counties","Largely Rural CoC",0.738849925599289,67,9.72746699452592,433,34161,154536,845,17715,687,961.8,56,28,989,2007.6,24745000,3053400,27798400,19,7,3
"191","06007","California","Butte","CA-519","Chico, Paradise/Butte County","Largely Rural CoC",0.679964929605573,61,20.0734958438236,1297,221237,227075,1266,44410,838,1173.2,247,123.5,1296,2716.9,32417500,4260600,36678100,61,21,10
"192","06009","California","Calaveras","CA-526","Amador, Calaveras, Mariposa, Tuolumne Counties","Largely Rural CoC",0.738849925599289,44,11.7157991194153,303,44743,154536,845,17715,687,961.8,56,28,989,2007.6,24745000,3053400,27798400,13,5,2
"193","06011","California","Colusa","CA-523","Colusa, Glenn, Trinity Counties","Largely Rural CoC",0.3933884262379,32,13.7679796935226,NA,21274,62223,192,10572,150,210,3,1.5,211,424.5,5287500,639000,5926500,NA,NA,NA
"194","06013","California","Contra Costa","CA-505","Richmond/Contra Costa County","Largely Suburban CoC",0.268144258124223,103,9.12420352411383,2516,1123857,1126871,2295,101935,1627,2277.8,477,238.5,2516,5271.1,62907500,8264400,71171900,119,40,19
"195","06015","California","Del Norte","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties","Largely Rural CoC",0.523301076942142,62,22.5360254345762,314,24219,301164,1349,48680,806,1128.4,363,181.5,1309,2801.3,32747500,4474200,37221700,15,5,2
"196","06017","California","El Dorado","CA-525","El Dorado County","Largely Suburban CoC",0.400855244396161,81,8.93833913475883,729,185012,186661,613,16537,480,672,114,57,729,1515,18225000,2358000,20583000,34,11,6
"197","06019","California","Fresno","CA-514","Fresno City & County/Madera County","Major City CoC",0.277124660485818,67,24.1279033498991,2068,961820,1133143,2508,262616,2069,2896.6,214,107,3003,6114.2,75090000,9331800,84421800,92,31,15
"198","06021","California","Glenn","CA-523","Colusa, Glenn, Trinity Counties","Largely Rural CoC",0.3933884262379,18,18.770037889828,NA,27448,62223,192,10572,150,210,3,1.5,211,424.5,5287500,639000,5926500,NA,NA,NA
"199","06023","California","Humboldt","CA-522","Humboldt County","Largely Rural CoC",1.67713393767975,69,20.3475162851083,2058,132483,134391,1702,26688,1402,1962.8,190,95,2057,4210.6,51445000,6458400,57903400,93,31,15
"200","06025","California","Imperial","CA-613","Imperial County","Largely Suburban CoC",1.00145792420435,24,24.1664564351382,1763,170447,180216,1413,41191,1225,1715,96,48,1763,3574,44075000,5433000,49508000,78,26,13
"201","06027","California","Inyo","CA-530","Alpine, Inyo, Mono Counties","Largely Rural CoC",0.640622661278252,111,10.1783482903556,64,17606,33405,214,3473,197,275.8,9,4.5,280,565.1,7007500,854400,7861900,3,1,0
"202","06029","California","Kern","CA-604","Bakersfield/Kern County","Other Largely Urban CoC",0.194214399510028,49,21.9800757431682,1301,851826,883053,1330,187232,805,1127,348,174,1301,2776,32525000,4425000,36950000,64,21,10
"203","06031","California","Kings","CA-513","Visalia/Kings, Tulare Counties","Other Largely Urban CoC",0.219651294490737,40,20.8256397707133,644,134853,610552,1064,143870,775,1085,188,94,1179,2452,29475000,3819000,33294000,30,10,5
"204","06033","California","Lake","CA-529","Lake County","Largely Rural CoC",0.636029182515433,45,20.9771573604061,NA,63040,64148,408,13224,382,534.8,10,5,539,1084.6,13495000,1634400,15129400,NA,NA,NA
"205","06035","California","Lassen","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties","Largely Rural CoC",0.523301076942142,32,13.8153556288271,100,21230,301164,1349,48680,806,1128.4,363,181.5,1309,2801.3,32747500,4474200,37221700,5,2,1
"206","06037","California","Los Angeles","CA-600","Los Angeles City & County","Major City CoC",0.757773910966608,73,15.982992820824,62884,9947799,9250051,56257,1450939,42471,59459.4,6851,3425.5,62884,129195.3,1572122500,198931200,1771053700,2995,1005,486
"207","06037","California","Los Angeles","CA-606","Long Beach","Major City CoC",0.513837091109538,73,15.982992820824,2020,9947799,453495,1894,82090,1275,1785,471,235.5,2020,4276.5,50512500,6768000,57280500,2995,1005,486
"208","06037","California","Los Angeles","CA-607","Pasadena","Other Largely Urban CoC",0.496135136163728,73,15.982992820824,521,9947799,138560,542,21837,321,449.4,144,72,521,1114.8,13035000,1780200,14815200,2995,1005,486
"209","06037","California","Los Angeles","CA-612","Glendale","Other Largely Urban CoC",0.14006651871857,73,15.982992820824,220,9947799,200372,243,29543,147,205.8,30,15,220,456.6,5520000,707400,6227400,2995,1005,486
"210","06039","California","Madera","CA-514","Fresno City & County/Madera County","Major City CoC",0.277124660485818,44,20.841747625805,936,146576,1133143,2508,262616,2069,2896.6,214,107,3003,6114.2,75090000,9331800,84421800,42,14,7
"211","06041","California","Marin","CA-507","Marin County","Largely Suburban CoC",0.487832627933722,148,7.61142047578757,1089,254105,252346,1034,18821,708,991.2,196,98,1089,2276.4,27230000,3561600,30791600,51,17,8
"212","06043","California","Mariposa","CA-526","Amador, Calaveras, Mariposa, Tuolumne Counties","Largely Rural CoC",0.738849925599289,34,14.0410563948795,86,17342,154536,845,17715,687,961.8,56,28,989,2007.6,24745000,3053400,27798400,4,1,1
"213","06045","California","Mendocino","CA-509","Mendocino County","Largely Rural CoC",1.19788125590621,90,18.491299993012,829,85862,87422,785,15877,538,753.2,152,76,829,1734.4,20730000,2715600,23445600,39,13,6
"214","06047","California","Merced","CA-520","Merced City & County","Largely Suburban CoC",0.291297648091958,44,22.6868259738679,475,262972,269075,608,59660,288,403.2,144,72,475,1022.4,11880000,1641600,13521600,24,8,4
"215","06049","California","Modoc","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties","Largely Rural CoC",0.523301076942142,68,16.5780961182994,31,8656,301164,1349,48680,806,1128.4,363,181.5,1309,2801.3,32747500,4474200,37221700,2,1,0
